start_region,end_region,mode_name,count
Kwun Tong,Ma On Shan,Private Vehicle,2
Kwun Tong,Ma On Shan,Rail,12
Kwun Tong,Ma On Shan,SPB,1
Kwun Tong,Mong Kok,Bus,214
Kwun Tong,Mong Kok,PLB,143
Kwun Tong,Mong Kok,Private Vehicle,24
Kwun Tong,Mong Kok,Rail,261
Kwun Tong,Mong Kok,SPB,7
Kwun Tong,Mong Kok,Taxi,11
Kwun Tong,North Lantau,Bus,52
Kwun Tong,North Lantau,PLB,7
Kwun Tong,North Lantau,Rail,28
Kwun Tong,North Lantau,SPB,16
Kwun Tong,Rural NENT,Bus,2
Kwun Tong,Rural NENT,Private Vehicle,2
Kwun Tong,Rural NENT,Rail,47
Kwun Tong,Rural NENT,Taxi,2
Kwun Tong,Rural NWNT,Bus,8
Kwun Tong,Rural NWNT,LRT,2
Kwun Tong,Rural NWNT,PLB,8
Kwun Tong,Rural NWNT,Private Vehicle,4
Kwun Tong,Rural NWNT,Rail,14
Kwun Tong,Rural NWNT,SPB,4
Kwun Tong,Rural SENT,Bus,20
Kwun Tong,Rural SENT,Ferry,1
Kwun Tong,Rural SENT,PLB,31
Kwun Tong,Rural SENT,Private Vehicle,9
Kwun Tong,Rural SENT,Rail,17
Kwun Tong,Rural SENT,SPB,3
Kwun Tong,Rural SENT,Taxi,2
Kwun Tong,Rural SWNT,Ferry,1
Kwun Tong,Rural SWNT,Rail,3
Kwun Tong,Sha Tin,Bus,144
Kwun Tong,Sha Tin,PLB,15
Kwun Tong,Sha Tin,Private Vehicle,14
Kwun Tong,Sha Tin,Rail,130
Kwun Tong,Sha Tin,SPB,7
Kwun Tong,Sham Shui Po,Bus,91
Kwun Tong,Sham Shui Po,PLB,57
Kwun Tong,Sham Shui Po,Private Vehicle,5
Kwun Tong,Sham Shui Po,Rail,308
Kwun Tong,Sham Shui Po,SPB,13
Kwun Tong,Sham Shui Po,Taxi,4
Kwun Tong,Southern,Bus,48
Kwun Tong,Southern,PLB,12
Kwun Tong,Southern,Private Vehicle,3
Kwun Tong,Southern,Rail,40
Kwun Tong,Southern,SPB,3
Kwun Tong,Southern,Taxi,3
Kwun Tong,Tai Po,Bus,24
Kwun Tong,Tai Po,PLB,8
Kwun Tong,Tai Po,Private Vehicle,3
Kwun Tong,Tai Po,Rail,36
Kwun Tong,Tai Po,SPB,4
Kwun Tong,Tin Shui Wai,Bus,6
Kwun Tong,Tin Shui Wai,PLB,2
Kwun Tong,Tin Shui Wai,Rail,1
Kwun Tong,Tseung Kwan O,Bus,80
Kwun Tong,Tseung Kwan O,PLB,63
Kwun Tong,Tseung Kwan O,Private Vehicle,22
Kwun Tong,Tseung Kwan O,Rail,324
Kwun Tong,Tseung Kwan O,SPB,19
Kwun Tong,Tseung Kwan O,Taxi,4
Kwun Tong,Tsing Yi,Bus,18
Kwun Tong,Tsing Yi,PLB,7
Kwun Tong,Tsing Yi,Private Vehicle,1
Kwun Tong,Tsing Yi,Rail,34
Kwun Tong,Tsing Yi,SPB,3
Kwun Tong,Tsing Yi,Taxi,1
Kwun Tong,Tsuen Wan,Bus,36
Kwun Tong,Tsuen Wan,PLB,43
Kwun Tong,Tsuen Wan,Private Vehicle,7
Kwun Tong,Tsuen Wan,Rail,76
Kwun Tong,Tsuen Wan,Taxi,2
Kwun Tong,Tuen Mun,Bus,35
Kwun Tong,Tuen Mun,PLB,14
Kwun Tong,Tuen Mun,Private Vehicle,2
Kwun Tong,Tuen Mun,Rail,7
Kwun Tong,Tuen Mun,SPB,3
Kwun Tong,Wan Chai,Bus,264
Kwun Tong,Wan Chai,Ferry,6
Kwun Tong,Wan Chai,PLB,24
Kwun Tong,Wan Chai,Private Vehicle,22
Kwun Tong,Wan Chai,Rail,383
Kwun Tong,Wan Chai,SPB,13
Kwun Tong,Wan Chai,Taxi,9
Kwun Tong,Wan Chai,Tram,3
Kwun Tong,Wong Tai Sin,Bus,198
Kwun Tong,Wong Tai Sin,PLB,77
Kwun Tong,Wong Tai Sin,Private Vehicle,8
Kwun Tong,Wong Tai Sin,Rail,222
Kwun Tong,Wong Tai Sin,SPB,35
Kwun Tong,Wong Tai Sin,Taxi,7
Kwun Tong,Yau Ma Tei,Bus,366
Kwun Tong,Yau Ma Tei,PLB,70
Kwun Tong,Yau Ma Tei,Private Vehicle,41
Kwun Tong,Yau Ma Tei,Rail,353
Kwun Tong,Yau Ma Tei,SPB,6
Kwun Tong,Yau Ma Tei,Taxi,22
Kwun Tong,Yuen Long,Bus,20
Kwun Tong,Yuen Long,PLB,10
Kwun Tong,Yuen Long,Private Vehicle,14
Kwun Tong,Yuen Long,Rail,3
Ma On Shan,Central & Western,Bus,81
Ma On Shan,Central & Western,PLB,7
Ma On Shan,Central & Western,Private Vehicle,6
Ma On Shan,Central & Western,Rail,127
Ma On Shan,Central & Western,Taxi,2
Ma On Shan,Eastern,Bus,82
Ma On Shan,Eastern,Private Vehicle,7
Ma On Shan,Eastern,Rail,49
Ma On Shan,Fanling / Sheung Shui,Bus,4
Ma On Shan,Fanling / Sheung Shui,Private Vehicle,4
Ma On Shan,Fanling / Sheung Shui,Rail,52
Ma On Shan,Kowloon City,Bus,57
Ma On Shan,Kowloon City,PLB,3
Ma On Shan,Kowloon City,Private Vehicle,40
Ma On Shan,Kowloon City,Rail,95
Ma On Shan,Kowloon City,SPB,30
Ma On Shan,Kowloon City,Taxi,2
Ma On Shan,Kwai Chung,Bus,89
Ma On Shan,Kwai Chung,Private Vehicle,13
Ma On Shan,Kwai Chung,Rail,24
Ma On Shan,Kwai Chung,SPB,1
Ma On Shan,Kwun Tong,Bus,224
Ma On Shan,Kwun Tong,PLB,15
Ma On Shan,Kwun Tong,Private Vehicle,27
Ma On Shan,Kwun Tong,Rail,46
Ma On Shan,Kwun Tong,Taxi,1
Ma On Shan,Ma On Shan,Bus,79
Ma On Shan,Ma On Shan,PLB,107
Ma On Shan,Ma On Shan,Private Vehicle,42
Ma On Shan,Ma On Shan,Rail,141
Ma On Shan,Ma On Shan,SPB,163
Ma On Shan,Ma On Shan,Taxi,18
Ma On Shan,Mong Kok,Bus,104
Ma On Shan,Mong Kok,PLB,8
Ma On Shan,Mong Kok,Private Vehicle,6
Ma On Shan,Mong Kok,Rail,86
Ma On Shan,Mong Kok,SPB,2
Ma On Shan,Mong Kok,Taxi,1
Ma On Shan,North Lantau,Bus,30
Ma On Shan,North Lantau,PLB,1
Ma On Shan,North Lantau,Rail,12
Ma On Shan,North Lantau,SPB,14
Ma On Shan,North Lantau,Taxi,4
Ma On Shan,Rural NENT,Bus,3
Ma On Shan,Rural NENT,Rail,35
Ma On Shan,Rural NWNT,Bus,2
Ma On Shan,Rural NWNT,PLB,6
Ma On Shan,Rural NWNT,Private Vehicle,6
Ma On Shan,Rural NWNT,Rail,13
Ma On Shan,Rural NWNT,Taxi,3
Ma On Shan,Rural SENT,Bus,24
Ma On Shan,Rural SENT,PLB,8
Ma On Shan,Rural SENT,Private Vehicle,14
Ma On Shan,Rural SENT,SPB,4
Ma On Shan,Rural SWNT,Bus,2
Ma On Shan,Rural SWNT,PLB,1
Ma On Shan,Sha Tin,Bus,263
Ma On Shan,Sha Tin,PLB,170
Ma On Shan,Sha Tin,Private Vehicle,82
Ma On Shan,Sha Tin,Rail,440
Ma On Shan,Sha Tin,SPB,77
Ma On Shan,Sha Tin,Taxi,5
Ma On Shan,Sham Shui Po,Bus,75
Ma On Shan,Sham Shui Po,PLB,2
Ma On Shan,Sham Shui Po,Private Vehicle,29
Ma On Shan,Sham Shui Po,Rail,96
Ma On Shan,Sham Shui Po,SPB,11
Ma On Shan,Sham Shui Po,Taxi,2
Ma On Shan,Southern,Bus,14
Ma On Shan,Southern,Private Vehicle,6
Ma On Shan,Southern,Rail,14
Ma On Shan,Tai Po,Bus,27
Ma On Shan,Tai Po,PLB,29
Ma On Shan,Tai Po,Private Vehicle,25
Ma On Shan,Tai Po,Rail,54
Ma On Shan,Tai Po,SPB,2
Ma On Shan,Tai Po,Taxi,2
Ma On Shan,Tseung Kwan O,PLB,4
Ma On Shan,Tseung Kwan O,Private Vehicle,5
Ma On Shan,Tseung Kwan O,Rail,28
Ma On Shan,Tseung Kwan O,SPB,2
Ma On Shan,Tsing Yi,Bus,2
Ma On Shan,Tsing Yi,PLB,1
Ma On Shan,Tsing Yi,Private Vehicle,8
Ma On Shan,Tsing Yi,Rail,7
Ma On Shan,Tsuen Wan,Bus,78
Ma On Shan,Tsuen Wan,PLB,2
Ma On Shan,Tsuen Wan,Private Vehicle,16
Ma On Shan,Tsuen Wan,Rail,7
Ma On Shan,Tsuen Wan,SPB,1
Ma On Shan,Tuen Mun,Bus,14
Ma On Shan,Tuen Mun,Private Vehicle,2
Ma On Shan,Tuen Mun,Rail,7
Ma On Shan,Wan Chai,Bus,99
Ma On Shan,Wan Chai,PLB,4
Ma On Shan,Wan Chai,Private Vehicle,8
Ma On Shan,Wan Chai,Rail,53
Ma On Shan,Wan Chai,SPB,1
Ma On Shan,Wan Chai,Taxi,1
Ma On Shan,Wan Chai,Tram,4
Ma On Shan,Wong Tai Sin,Bus,63
Ma On Shan,Wong Tai Sin,PLB,3
Ma On Shan,Wong Tai Sin,Private Vehicle,15
Ma On Shan,Wong Tai Sin,Rail,10
Ma On Shan,Wong Tai Sin,SPB,14
Ma On Shan,Wong Tai Sin,Taxi,1
Ma On Shan,Yau Ma Tei,Bus,111
Ma On Shan,Yau Ma Tei,PLB,2
Ma On Shan,Yau Ma Tei,Private Vehicle,26
Ma On Shan,Yau Ma Tei,Rail,111
Ma On Shan,Yau Ma Tei,SPB,1
Ma On Shan,Yau Ma Tei,Taxi,4
Ma On Shan,Yuen Long,Rail,10
Ma On Shan,Yuen Long,SPB,2
Mong Kok,Central & Western,Bus,37
Mong Kok,Central & Western,Ferry,2
Mong Kok,Central & Western,PLB,3
Mong Kok,Central & Western,Private Vehicle,4
Mong Kok,Central & Western,Rail,131
Mong Kok,Central & Western,SPB,1
Mong Kok,Eastern,Bus,15
Mong Kok,Eastern,Private Vehicle,2
Mong Kok,Eastern,Rail,69
Mong Kok,Fanling / Sheung Shui,Private Vehicle,2
Mong Kok,Fanling / Sheung Shui,Rail,16
Mong Kok,Kowloon City,Bus,48
Mong Kok,Kowloon City,PLB,30
Mong Kok,Kowloon City,Private Vehicle,13
Mong Kok,Kowloon City,Rail,33
Mong Kok,Kowloon City,SPB,2
Mong Kok,Kowloon City,Taxi,15
Mong Kok,Kwai Chung,Bus,5
Mong Kok,Kwai Chung,PLB,6
Mong Kok,Kwai Chung,Private Vehicle,1
Mong Kok,Kwai Chung,Rail,56
Mong Kok,Kwai Chung,Taxi,1
Mong Kok,Kwun Tong,Bus,10
Mong Kok,Kwun Tong,PLB,10
Mong Kok,Kwun Tong,Private Vehicle,4
Mong Kok,Kwun Tong,Rail,102
Mong Kok,Kwun Tong,SPB,2
Mong Kok,Kwun Tong,Taxi,2
Mong Kok,Ma On Shan,Rail,3
Mong Kok,Mong Kok,Bus,23
Mong Kok,Mong Kok,PLB,52
Mong Kok,Mong Kok,Private Vehicle,7
Mong Kok,Mong Kok,Rail,9
Mong Kok,Mong Kok,SPB,4
Mong Kok,Mong Kok,Taxi,11
Mong Kok,North Lantau,Private Vehicle,2
Mong Kok,North Lantau,Rail,7
Mong Kok,North Lantau,SPB,1
Mong Kok,North Lantau,Taxi,1
Mong Kok,Rural NENT,Rail,23
Mong Kok,Rural NWNT,Rail,6
Mong Kok,Rural NWNT,SPB,2
Mong Kok,Rural NWNT,Taxi,2
Mong Kok,Rural SENT,PLB,2
Mong Kok,Rural SENT,Private Vehicle,2
Mong Kok,Rural SWNT,SPB,1
Mong Kok,Sha Tin,Bus,9
Mong Kok,Sha Tin,Private Vehicle,5
Mong Kok,Sha Tin,Rail,47
Mong Kok,Sham Shui Po,Bus,48
Mong Kok,Sham Shui Po,PLB,18
Mong Kok,Sham Shui Po,Private Vehicle,11
Mong Kok,Sham Shui Po,Rail,121
Mong Kok,Sham Shui Po,SPB,14
Mong Kok,Sham Shui Po,Taxi,7
Mong Kok,Southern,Bus,18
Mong Kok,Southern,PLB,2
Mong Kok,Southern,Rail,3
Mong Kok,Tai Po,Bus,2
Mong Kok,Tai Po,Rail,24
Mong Kok,Tin Shui Wai,Bus,3
Mong Kok,Tin Shui Wai,PLB,2
Mong Kok,Tin Shui Wai,Rail,1
Mong Kok,Tseung Kwan O,Rail,24
Mong Kok,Tsing Yi,Bus,2
Mong Kok,Tsing Yi,Private Vehicle,1
Mong Kok,Tsing Yi,Rail,14
Mong Kok,Tsuen Wan,Bus,15
Mong Kok,Tsuen Wan,PLB,6
Mong Kok,Tsuen Wan,Private Vehicle,5
Mong Kok,Tsuen Wan,Rail,53
Mong Kok,Tsuen Wan,Taxi,1
Mong Kok,Tuen Mun,Bus,15
Mong Kok,Wan Chai,Bus,32
Mong Kok,Wan Chai,Private Vehicle,4
Mong Kok,Wan Chai,Rail,95
Mong Kok,Wan Chai,SPB,1
Mong Kok,Wong Tai Sin,Bus,15
Mong Kok,Wong Tai Sin,PLB,3
Mong Kok,Wong Tai Sin,Private Vehicle,2
Mong Kok,Wong Tai Sin,Rail,45
Mong Kok,Wong Tai Sin,Taxi,1
Mong Kok,Yau Ma Tei,Bus,57
Mong Kok,Yau Ma Tei,PLB,34
Mong Kok,Yau Ma Tei,Private Vehicle,8
Mong Kok,Yau Ma Tei,Rail,247
Mong Kok,Yau Ma Tei,SPB,4
Mong Kok,Yau Ma Tei,Taxi,14
Mong Kok,Yuen Long,Bus,2
Mong Kok,Yuen Long,Rail,4
North Lantau,Central & Western,Bus,8
North Lantau,Central & Western,Ferry,35
North Lantau,Central & Western,Private Vehicle,7
North Lantau,Central & Western,Rail,114
North Lantau,Central & Western,SPB,4
North Lantau,Central & Western,Taxi,2
North Lantau,Eastern,Bus,3
North Lantau,Eastern,Ferry,1
North Lantau,Eastern,Rail,51
North Lantau,Eastern,SPB,2
North Lantau,Eastern,Tram,1
North Lantau,Fanling / Sheung Shui,Private Vehicle,2
North Lantau,Fanling / Sheung Shui,Rail,2
North Lantau,Kowloon City,Bus,23
North Lantau,Kowloon City,PLB,4
North Lantau,Kowloon City,Private Vehicle,4
North Lantau,Kowloon City,Rail,44
North Lantau,Kowloon City,SPB,2
North Lantau,Kwai Chung,Bus,12
North Lantau,Kwai Chung,Ferry,2
North Lantau,Kwai Chung,PLB,4
North Lantau,Kwai Chung,Rail,54
North Lantau,Kwai Chung,SPB,15
North Lantau,Kwai Chung,Taxi,2
North Lantau,Kwun Tong,Bus,24
North Lantau,Kwun Tong,Ferry,1
North Lantau,Kwun Tong,PLB,2
North Lantau,Kwun Tong,Private Vehicle,2
North Lantau,Kwun Tong,Rail,56
North Lantau,Ma On Shan,Bus,2
North Lantau,Ma On Shan,Private Vehicle,5
North Lantau,Ma On Shan,SPB,2
North Lantau,Mong Kok,Bus,27
North Lantau,Mong Kok,Private Vehicle,6
North Lantau,Mong Kok,Rail,43
North Lantau,North Lantau,Bus,372
North Lantau,North Lantau,PLB,4
North Lantau,North Lantau,Private Vehicle,9
North Lantau,North Lantau,Rail,16
North Lantau,North Lantau,SPB,57
North Lantau,North Lantau,Taxi,6
North Lantau,Rural NENT,PLB,2
North Lantau,Rural NENT,Rail,9
North Lantau,Rural NWNT,Bus,4
North Lantau,Rural NWNT,PLB,2
North Lantau,Rural NWNT,Private Vehicle,2
North Lantau,Rural NWNT,Rail,3
North Lantau,Rural NWNT,SPB,4
North Lantau,Rural SENT,Bus,2
North Lantau,Rural SWNT,Bus,18
North Lantau,Rural SWNT,Rail,1
North Lantau,Rural SWNT,Taxi,2
North Lantau,Sha Tin,Bus,25
North Lantau,Sha Tin,PLB,1
North Lantau,Sha Tin,Private Vehicle,5
North Lantau,Sha Tin,Rail,10
North Lantau,Sha Tin,SPB,4
North Lantau,Sham Shui Po,Bus,26
North Lantau,Sham Shui Po,Private Vehicle,4
North Lantau,Sham Shui Po,Rail,70
North Lantau,Southern,Bus,4
North Lantau,Southern,Ferry,2
North Lantau,Southern,PLB,2
North Lantau,Southern,Rail,24
North Lantau,Tai Po,Bus,4
North Lantau,Tai Po,Rail,4
North Lantau,Tin Shui Wai,Bus,3
North Lantau,Tin Shui Wai,Rail,4
North Lantau,Tseung Kwan O,Bus,3
North Lantau,Tseung Kwan O,Private Vehicle,1
North Lantau,Tseung Kwan O,Rail,3
North Lantau,Tsing Yi,Bus,12
North Lantau,Tsing Yi,Rail,37
North Lantau,Tsing Yi,SPB,34
North Lantau,Tsing Yi,Taxi,2
North Lantau,Tsuen Wan,Bus,46
North Lantau,Tsuen Wan,Ferry,22
North Lantau,Tsuen Wan,PLB,4
North Lantau,Tsuen Wan,Rail,30
North Lantau,Tsuen Wan,SPB,23
North Lantau,Tsuen Wan,Taxi,1
North Lantau,Tuen Mun,Bus,15
North Lantau,Tuen Mun,LRT,2
North Lantau,Tuen Mun,Private Vehicle,1
North Lantau,Tuen Mun,Rail,1
North Lantau,Wan Chai,Bus,7
North Lantau,Wan Chai,Ferry,11
North Lantau,Wan Chai,PLB,1
North Lantau,Wan Chai,Rail,84
North Lantau,Wan Chai,SPB,3
North Lantau,Wan Chai,Taxi,1
North Lantau,Wan Chai,Tram,3
North Lantau,Wong Tai Sin,PLB,1
North Lantau,Wong Tai Sin,Private Vehicle,1
North Lantau,Wong Tai Sin,Rail,9
North Lantau,Yau Ma Tei,Bus,19
North Lantau,Yau Ma Tei,Private Vehicle,5
North Lantau,Yau Ma Tei,Rail,114
North Lantau,Yau Ma Tei,SPB,5
North Lantau,Yau Ma Tei,Taxi,5
North Lantau,Yuen Long,Bus,6
North Lantau,Yuen Long,Rail,3
Rural NENT,Central & Western,Bus,4
Rural NENT,Central & Western,Private Vehicle,10
Rural NENT,Central & Western,Rail,16
Rural NENT,Central & Western,SPB,5
Rural NENT,Eastern,Bus,5
Rural NENT,Eastern,PLB,1
Rural NENT,Eastern,Private Vehicle,2
Rural NENT,Eastern,Rail,13
Rural NENT,Fanling / Sheung Shui,Bus,51
Rural NENT,Fanling / Sheung Shui,PLB,208
Rural NENT,Fanling / Sheung Shui,Private Vehicle,49
Rural NENT,Fanling / Sheung Shui,Rail,28
Rural NENT,Fanling / Sheung Shui,SPB,35
Rural NENT,Fanling / Sheung Shui,Taxi,4
Rural NENT,Kowloon City,Private Vehicle,12
Rural NENT,Kowloon City,Rail,23
Rural NENT,Kowloon City,SPB,2
Rural NENT,Kowloon City,Taxi,1
Rural NENT,Kwai Chung,Bus,4
Rural NENT,Kwai Chung,PLB,4
Rural NENT,Kwai Chung,Private Vehicle,12
Rural NENT,Kwai Chung,Rail,2
Rural NENT,Kwun Tong,Bus,7
Rural NENT,Kwun Tong,PLB,16
Rural NENT,Kwun Tong,Private Vehicle,16
Rural NENT,Kwun Tong,Rail,23
Rural NENT,Ma On Shan,Rail,8
Rural NENT,Ma On Shan,SPB,1
Rural NENT,Mong Kok,Bus,3
Rural NENT,Mong Kok,PLB,6
Rural NENT,Mong Kok,Private Vehicle,19
Rural NENT,Mong Kok,Rail,37
Rural NENT,North Lantau,Rail,1
Rural NENT,Rural NENT,Bus,4
Rural NENT,Rural NENT,PLB,5
Rural NENT,Rural NENT,Private Vehicle,16
Rural NENT,Rural NENT,Rail,10
Rural NENT,Rural NENT,SPB,4
Rural NENT,Rural NWNT,Bus,2
Rural NENT,Rural NWNT,Private Vehicle,10
Rural NENT,Rural NWNT,Rail,1
Rural NENT,Rural SENT,Private Vehicle,2
Rural NENT,Rural SWNT,Rail,1
Rural NENT,Sha Tin,Bus,3
Rural NENT,Sha Tin,PLB,3
Rural NENT,Sha Tin,Private Vehicle,22
Rural NENT,Sha Tin,Rail,68
Rural NENT,Sha Tin,SPB,6
Rural NENT,Sham Shui Po,Bus,6
Rural NENT,Sham Shui Po,PLB,3
Rural NENT,Sham Shui Po,Private Vehicle,16
Rural NENT,Sham Shui Po,Rail,28
Rural NENT,Southern,Private Vehicle,2
Rural NENT,Southern,Rail,2
Rural NENT,Tai Po,Bus,77
Rural NENT,Tai Po,PLB,149
Rural NENT,Tai Po,Private Vehicle,105
Rural NENT,Tai Po,Rail,22
Rural NENT,Tai Po,SPB,42
Rural NENT,Tai Po,Taxi,3
Rural NENT,Tin Shui Wai,Bus,2
Rural NENT,Tin Shui Wai,PLB,1
Rural NENT,Tseung Kwan O,Private Vehicle,2
Rural NENT,Tseung Kwan O,Rail,8
Rural NENT,Tsing Yi,PLB,2
Rural NENT,Tsing Yi,Rail,3
Rural NENT,Tsuen Wan,Private Vehicle,12
Rural NENT,Tsuen Wan,Rail,6
Rural NENT,Tsuen Wan,SPB,1
Rural NENT,Tuen Mun,Bus,2
Rural NENT,Tuen Mun,Private Vehicle,9
Rural NENT,Wan Chai,Bus,2
Rural NENT,Wan Chai,PLB,2
Rural NENT,Wan Chai,Private Vehicle,4
Rural NENT,Wan Chai,Rail,19
Rural NENT,Wan Chai,SPB,3
Rural NENT,Wong Tai Sin,Bus,6
Rural NENT,Wong Tai Sin,PLB,3
Rural NENT,Wong Tai Sin,Private Vehicle,2
Rural NENT,Wong Tai Sin,Rail,6
Rural NENT,Yau Ma Tei,Bus,2
Rural NENT,Yau Ma Tei,PLB,2
Rural NENT,Yau Ma Tei,Private Vehicle,24
Rural NENT,Yau Ma Tei,Rail,64
Rural NENT,Yau Ma Tei,SPB,1
Rural NENT,Yau Ma Tei,Taxi,1
Rural NENT,Yuen Long,Bus,1
Rural NENT,Yuen Long,PLB,2
Rural NENT,Yuen Long,Private Vehicle,8
Rural NENT,Yuen Long,SPB,1
Rural NWNT,Central & Western,Bus,20
Rural NWNT,Central & Western,LRT,3
Rural NWNT,Central & Western,PLB,14
Rural NWNT,Central & Western,Private Vehicle,20
Rural NWNT,Central & Western,Rail,46
Rural NWNT,Central & Western,SPB,21
Rural NWNT,Eastern,Bus,2
Rural NWNT,Eastern,PLB,3
Rural NWNT,Eastern,Private Vehicle,6
Rural NWNT,Eastern,Rail,22
Rural NWNT,Eastern,SPB,4
Rural NWNT,Eastern,Taxi,1
Rural NWNT,Fanling / Sheung Shui,Bus,7
Rural NWNT,Fanling / Sheung Shui,LRT,2
Rural NWNT,Fanling / Sheung Shui,PLB,38
Rural NWNT,Fanling / Sheung Shui,Private Vehicle,37
Rural NWNT,Fanling / Sheung Shui,Rail,4
Rural NWNT,Fanling / Sheung Shui,SPB,15
Rural NWNT,Kowloon City,Bus,1
Rural NWNT,Kowloon City,PLB,5
Rural NWNT,Kowloon City,Private Vehicle,31
Rural NWNT,Kowloon City,Rail,21
Rural NWNT,Kwai Chung,Bus,10
Rural NWNT,Kwai Chung,PLB,9
Rural NWNT,Kwai Chung,Private Vehicle,11
Rural NWNT,Kwai Chung,Rail,28
Rural NWNT,Kwun Tong,Bus,13
Rural NWNT,Kwun Tong,LRT,1
Rural NWNT,Kwun Tong,PLB,6
Rural NWNT,Kwun Tong,Private Vehicle,14
Rural NWNT,Kwun Tong,Rail,15
Rural NWNT,Kwun Tong,SPB,1
Rural NWNT,Ma On Shan,Rail,3
Rural NWNT,Ma On Shan,SPB,1
Rural NWNT,Mong Kok,Bus,20
Rural NWNT,Mong Kok,PLB,12
Rural NWNT,Mong Kok,Private Vehicle,17
Rural NWNT,Mong Kok,Rail,27
Rural NWNT,Mong Kok,SPB,1
Rural NWNT,North Lantau,Bus,21
Rural NWNT,North Lantau,LRT,7
Rural NWNT,North Lantau,PLB,8
Rural NWNT,North Lantau,Private Vehicle,14
Rural NWNT,North Lantau,Rail,2
Rural NWNT,North Lantau,Taxi,1
Rural NWNT,Rural NENT,Bus,2
Rural NWNT,Rural NENT,PLB,2
Rural NWNT,Rural NENT,Rail,11
Rural NWNT,Rural NWNT,Bus,22
Rural NWNT,Rural NWNT,LRT,36
Rural NWNT,Rural NWNT,PLB,51
Rural NWNT,Rural NWNT,Private Vehicle,79
Rural NWNT,Rural NWNT,Rail,13
Rural NWNT,Rural NWNT,SPB,25
Rural NWNT,Rural NWNT,Taxi,2
Rural NWNT,Sha Tin,Bus,9
Rural NWNT,Sha Tin,LRT,4
Rural NWNT,Sha Tin,PLB,6
Rural NWNT,Sha Tin,Private Vehicle,18
Rural NWNT,Sha Tin,Rail,29
Rural NWNT,Sha Tin,SPB,6
Rural NWNT,Sham Shui Po,Bus,10
Rural NWNT,Sham Shui Po,PLB,3
Rural NWNT,Sham Shui Po,Private Vehicle,17
Rural NWNT,Sham Shui Po,Rail,61
Rural NWNT,Sham Shui Po,SPB,2
Rural NWNT,Southern,PLB,2
Rural NWNT,Southern,Rail,8
Rural NWNT,Tai Po,Bus,15
Rural NWNT,Tai Po,LRT,4
Rural NWNT,Tai Po,PLB,8
Rural NWNT,Tai Po,Private Vehicle,15
Rural NWNT,Tai Po,Rail,1
Rural NWNT,Tai Po,SPB,2
Rural NWNT,Tai Po,Taxi,1
Rural NWNT,Tin Shui Wai,Bus,10
Rural NWNT,Tin Shui Wai,LRT,56
Rural NWNT,Tin Shui Wai,PLB,6
Rural NWNT,Tin Shui Wai,Private Vehicle,29
Rural NWNT,Tin Shui Wai,Rail,9
Rural NWNT,Tin Shui Wai,SPB,33
Rural NWNT,Tin Shui Wai,Taxi,3
Rural NWNT,Tseung Kwan O,Private Vehicle,7
Rural NWNT,Tseung Kwan O,Rail,3
Rural NWNT,Tsing Yi,Bus,8
Rural NWNT,Tsing Yi,PLB,3
Rural NWNT,Tsing Yi,Private Vehicle,5
Rural NWNT,Tsing Yi,Rail,6
Rural NWNT,Tsuen Wan,Bus,47
Rural NWNT,Tsuen Wan,PLB,15
Rural NWNT,Tsuen Wan,Private Vehicle,19
Rural NWNT,Tsuen Wan,Rail,37
Rural NWNT,Tsuen Wan,SPB,3
Rural NWNT,Tuen Mun,Bus,6
Rural NWNT,Tuen Mun,LRT,145
Rural NWNT,Tuen Mun,PLB,29
Rural NWNT,Tuen Mun,Private Vehicle,51
Rural NWNT,Tuen Mun,Rail,29
Rural NWNT,Tuen Mun,SPB,23
Rural NWNT,Tuen Mun,Taxi,7
Rural NWNT,Wan Chai,Bus,11
Rural NWNT,Wan Chai,PLB,2
Rural NWNT,Wan Chai,Private Vehicle,26
Rural NWNT,Wan Chai,Rail,32
Rural NWNT,Wan Chai,SPB,17
Rural NWNT,Wong Tai Sin,Bus,5
Rural NWNT,Wong Tai Sin,PLB,3
Rural NWNT,Wong Tai Sin,Private Vehicle,10
Rural NWNT,Wong Tai Sin,Rail,3
Rural NWNT,Yau Ma Tei,Bus,16
Rural NWNT,Yau Ma Tei,PLB,2
Rural NWNT,Yau Ma Tei,Private Vehicle,19
Rural NWNT,Yau Ma Tei,Rail,85
Rural NWNT,Yau Ma Tei,SPB,1
Rural NWNT,Yau Ma Tei,Taxi,1
Rural NWNT,Yuen Long,Bus,110
Rural NWNT,Yuen Long,LRT,160
Rural NWNT,Yuen Long,PLB,435
Rural NWNT,Yuen Long,Private Vehicle,142
Rural NWNT,Yuen Long,Rail,21
Rural NWNT,Yuen Long,SPB,193
Rural NWNT,Yuen Long,Taxi,17
Rural SENT,Central & Western,PLB,2
Rural SENT,Central & Western,Private Vehicle,19
Rural SENT,Central & Western,Rail,24
Rural SENT,Eastern,Private Vehicle,12
Rural SENT,Eastern,Rail,16
Rural SENT,Fanling / Sheung Shui,Bus,2
Rural SENT,Fanling / Sheung Shui,Private Vehicle,8
Rural SENT,Fanling / Sheung Shui,Rail,2
Rural SENT,Kowloon City,Bus,4
Rural SENT,Kowloon City,PLB,12
Rural SENT,Kowloon City,Private Vehicle,6
Rural SENT,Kowloon City,Rail,4
Rural SENT,Kowloon City,SPB,4
Rural SENT,Kwai Chung,PLB,1
